Device,BatterymAh,price_prep,Chipset,GPU,display_type_prep,Brand,GPRS,EDGE,LunchDate,Status,Weight,Body_x,Body_y,Body_z,DisplaySize,DisplayArea,pixel_y,pixel_x,Display_Resolution_ratio,ppi_dencity,OS,CPUCoreCount,main_camera_configuration,selfie_camera_configuration,has_loudspeaker,has_jack,WLAN,NFC,bluetooth_version
MatePad Pro 10.8 (2021),7250,500 EUR,Qualcomm SM8250-AC Snapdragon 870 5G (7 nm),Adreno 650,IPS,Huawei441,False,False,2021.0,June 02,460.0,246.0,159.0,7.2,10.8,86.5,2560.0,1600.0,16:10,280.0,HarmonyOS 2.0,8.0,Single,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac/6,False,5.1
MatePad Pro 10.8 5G (2019),7250,550 EUR,Kirin 990 5G (7 nm+),Mali-G76 MP16,IPS,Huawei441,False,False,2020.0,February 24,460.0,246.0,159.0,7.2,10.8,86.5,2560.0,1600.0,16:10,280.0,Android 10,8.0,Single,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,False,5.1
MatePad Pro 11 (2022),8300,500 EUR,"Qualcomm SM8250-AC Snapdragon 870 5G (7 nm) - GOT-W29Qualcomm SM8350 Snapdragon 888 (5 nm) - GOT-W09, GOT-AL09, GOT-AL19","Adreno 650 - GOT-W29Adreno 660 - GOT-W09, GOT-AL09, GOT-AL19",OLED,Huawei441,False,False,2022.0,July 27,449.0,249.2,160.4,5.9,11.0,87.8,2560.0,1600.0,16:10,274.0,HarmonyOS 3.0,8.0,Dual,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac/6,False,5.2
MatePad Pro 11 (2024),8300,540 EUR,Kirin 9000S (7 nm),Maleoon 910 MP4,OLED,Huawei441,False,False,2023.0,November 28,449.0,249.2,160.4,5.9,11.0,87.8,2560.0,1600.0,16:10,274.0,HarmonyOS 4.0,8.0,Dual,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,False,5.2
MatePad Pro 12.6 (2021),"10,050",800 EUR,Kirin 9000E 5G (5 nm) - Wi-Fi modelKirin 9000 5G (5 nm) - 5G model,Mali-G78 MP22 - Wi-Fi modelMali-G78 MP24 - 5G model,OLED,Huawei441,False,False,2021.0,June 02,609.0,286.5,184.7,6.7,12.6,87.0,2560.0,1600.0,16:10,240.0,HarmonyOS 2.0,8.0,Dual,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac/6,False,5.2
MatePad Pro 13.2,10100,1000 EUR,Kirin 9000S (7 nm),Maleoon 910 MP4,OLED,Huawei441,False,False,2023.0,September 25,580.0,289.1,196.1,5.5,13.2,91.5,2880.0,1920.0,3:2,262.0,Harmony OS 4.0,8.0,Dual,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac/6,False,5.2
MatePad SE,5100,190 EUR,Kirin 710A (14 nm),Mali-G51 MP4,IPS,Huawei441,False,False,2022.0,April 28,450.0,240.2,159.0,7.9,10.1,77.4,1200.0,1920.0,16:10,224.0,HarmonyOS 2.0,8.0,Single,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,False,5.1
MatePad T 10,5100,150 EUR,Kirin 710A (14 nm),Mali-G51 MP4,IPS,Huawei441,False,False,2021.0,April 20,450.0,240.2,159.0,7.9,9.7,71.4,800.0,1280.0,16:10,156.0,Android 10,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,4.2
MatePad T 10s,5100,200 EUR,Kirin 710A (14 nm),Mali-G51 MP4,IPS,Huawei441,False,False,2020.0,September 09,450.0,240.2,159.0,7.9,10.1,77.4,1200.0,1920.0,16:10,224.0,Android 10,8.0,Single,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,False,5.0
MatePad T8,5100,100 EUR,Mediatek MT8768,PowerVR GE8320,IPS,Huawei441,False,False,2020.0,May 07,310.0,199.7,121.1,8.6,8.0,76.7,800.0,1280.0,16:10,189.0,Android 10,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,5.0
Maven,2100,50 EUR,Qualcomm MSM8916 Snapdragon 410 (28 nm),Adreno 306,IPS,ZTE369,False,False,2015.0,"June. Released 2015, June",133.5,134.9,66.0,9.9,4.5,62.7,480.0,854.0,16:9,218.0,Android 5.1 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Maven 2,2300,80 EUR,Qualcomm MSM8909 Snapdragon 210 (28 nm),Adreno 304,IPS,ZTE369,False,False,2017.0,July,166.0,145.5,73.0,11.0,5.0,64.9,480.0,854.0,16:9,196.0,Android 6.0.1 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.1
Max XL,3990,120 EUR,Qualcomm MSM8940 Snapdragon 435 (28 nm),Adreno 505,IPS,ZTE369,False,False,2017.0,April,180.0,165.1,83.8,9.4,6.0,71.7,1080.0,1920.0,16:9,367.0,Android 7.1.1 ,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,False,4.2
MediaPad,4100,150 EUR,Qualcomm MSM8260 Snapdragon S3,Adreno 220,IPS,Huawei441,False,False,2011.0,Q3,390.0,190.0,124.0,10.5,7.0,60.3,800.0,1280.0,16:10,216.0,Android 3.2 ,2.0,Single,Single,True,False,Wi-Fi 802.11 b/g/n,False,2.1
MediaPad 10 FHD,6600,330 EUR,None,None,IPS,Huawei441,True,True,2012.0,"February. Released 2012, September",580.0,257.4,175.9,8.8,10.0,64.0,1920.0,1200.0,16:10,226.0,Android 4.0 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,3.0
MediaPad 10 Link+,6600,350 EUR,None,None,IPS,Huawei441,True,True,2014.0,"February. Released 2014, May",620.0,257.4,175.9,9.9,10.1,65.3,1280.0,800.0,16:10,149.0,Android 4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,3.0
MediaPad 7 Vogue,4100,180 EUR,Huawei K3V2,Vivante GC4000,IPS,Huawei441,False,False,2013.0,"June. Released 2013, July",335.0,193.8,121.3,9.5,7.0,58.7,600.0,1024.0,16:9,170.0,Android 4.1 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,3.0
MediaPad 7 Youth,4100,150 EUR,None,None,TFT,Huawei441,False,False,2013.0,"July. Released 2013, August",350.0,193.4,120.6,9.9,7.0,59.1,600.0,1024.0,16:9,170.0,Android 4.1.2 ,2.0,Single,None,True,True,Wi-Fi 802.11 b/g/n,False,Yes
MediaPad 7 Youth2,4100,160 EUR,None,None,TFT,Huawei441,False,False,2014.0,"January. Released 2014, March",350.0,193.4,120.6,9.9,7.0,59.1,600.0,1024.0,16:9,170.0,Android 4.3 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
MediaPad M1,4800,300 EUR,Kirin 910 (28 nm),Mali-450MP4,IPS,Huawei441,False,False,2014.0,"February. Released 2014, May",329.0,214.4,120.7,7.9,8.0,71.7,800.0,1280.0,16:10,189.0,Android 4.2.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n (3G)Wi-Fi 802.11 a/b/g/n,False,4.0
MediaPad M2 10.0,6660,250 EUR,Kirin 930 (28 nm),Mali-T628 MP4,IPS,Huawei441,False,False,2016.0,"January. Released 2016, February",500.0,239.8,172.8,7.4,10.1,71.4,1200.0,1920.0,16:10,224.0,Android 5.1 ,8.0,Single,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,False,4.0
MediaPad M2 7.0,4360,200 EUR,Qualcomm MSM8939 Snapdragon 615 (28 nm),Adreno 405,IPS,Huawei441,False,False,2016.0,"May. Released 2016, June",250.0,187.4,105.8,8.2,7.0,71.7,1200.0,1920.0,16:10,323.0,Android 5.1.1 ,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,False,4.0
MediaPad M2 8.0,4800,250 EUR,Kirin 930 (28 nm),Mali-T628 MP4,IPS,Huawei441,False,False,2015.0,"May. Released 2015, May",330.0,214.8,124.0,7.8,8.0,69.7,1200.0,1920.0,16:10,283.0,Android 5.1 ,8.0,Single,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,False,4.0
MediaPad M3 8.4,5100,280 EUR,Kirin 950 (16 nm),Mali-T880 MP4,IPS,Huawei441,False,False,2016.0,"September. Released 2016, October",326.0,215.5,124.2,7.3,8.4,76.4,1600.0,2560.0,16:10,359.0,Android 6.0 ,8.0,Single,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,False,4.1
MediaPad M3 Lite 10,6660,250 EUR,Qualcomm MSM8940 Snapdragon 435 (28 nm),Adreno 505,IPS,Huawei441,False,False,2017.0,May,310.0,241.3,171.5,7.1,10.1,71.5,1200.0,1920.0,16:10,224.0,Android 7.0 ,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,4.0
MediaPad M3 Lite 8,4800,270 EUR,Qualcomm MSM8940 Snapdragon 435 (28 nm),Adreno 505,S-IPS,Huawei441,False,False,2017.0,June,310.0,213.3,123.3,7.5,8.0,70.6,1200.0,1920.0,16:10,283.0,Android 7.0 ,8.0,Single,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,False,4.0
MediaPad M5 10,7500,290 EUR,Kirin 960s (16 nm),Mali-G71,IPS,Huawei441,False,False,2018.0,February,498.0,258.7,171.8,7.3,10.8,76.1,2560.0,1600.0,16:10,280.0,Android 8.0 ,8.0,Single,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,False,4.2
MediaPad M5 8,5100,290 EUR,Kirin 960s (16 nm),Mali-G71,IPS,Huawei441,False,False,2018.0,February,316.0,212.6,124.8,7.3,8.4,77.1,2560.0,1600.0,16:10,359.0,Android 8.0 ,8.0,Single,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,False,4.2
MediaPad M5 Lite 8,5100,160 EUR,Kirin 710 (12 nm),Mali-G51 MP4,IPS,Huawei441,False,False,2019.0,March,310.0,204.2,122.2,8.2,8.0,74.4,1920.0,1200.0,16:10,283.0,Android 9.0 ,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,4.2
MediaPad M5 lite,7500,200 EUR,Kirin 659 (16 nm),Mali-T830 MP2,IPS,Huawei441,False,False,2018.0,September,475.0,243.4,162.2,7.7,10.1,74.9,1920.0,1200.0,16:10,224.0,Android 8.0 ,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,4.2
MediaPad M6 10.8,7500,300 EUR,Kirin 980 (7 nm),Mali-G76 MP10,IPS,Huawei441,False,False,2019.0,June,498.0,257.0,170.0,7.2,10.8,77.4,2560.0,1600.0,16:10,280.0,Android 9.0 ,8.0,Single,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,False,5.0
MediaPad M6 8.4,6100,260 EUR,Kirin 980 (7 nm),Mali-G76 MP10,IPS,Huawei441,False,False,2019.0,June,320.0,206.4,125.2,7.4,8.4,79.2,2560.0,1600.0,16:10,359.0,Android 9.0 ,8.0,Single,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,False,5.0
MediaPad M6 Turbo 8.4,6100,350 EUR,Kirin 980 (7 nm),Mali-G76 MP10,IPS,Huawei441,False,False,2019.0,September,340.0,206.4,125.2,8.2,8.4,79.2,2560.0,1600.0,16:10,359.0,Android 9.0 ,8.0,Single,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,False,5.0
MediaPad S7-301w,4100,160 EUR,Qualcomm MSM8260 Snapdragon S3,Adreno 220,IPS,Huawei441,False,False,2011.0,Q3,390.0,190.0,124.0,10.5,7.0,60.3,800.0,1280.0,16:10,216.0,Android 3.2 ,2.0,Single,Single,True,False,Wi-Fi 802.11 b/g/n,False,2.1
MediaPad T1 10,4800,180 EUR,Qualcomm MSM8916 Snapdragon 410 (28 nm),Adreno 306,IPS,Huawei441,False,False,2015.0,"March. Released 2015, March",433.0,248.5,150.0,8.3,9.6,71.7,800.0,1280.0,16:10,157.0,Android 4.4.4 ,4.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,False,4.0
MediaPad T1 7.0 Plus,4100,100 EUR,Spreadtrum SC7731G,None,IPS,Huawei441,False,False,2016.0,"April. Released 2016, April",278.0,191.8,107.0,8.5,7.0,67.2,600.0,1024.0,16:9,170.0,Android 4.4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
MediaPad T1 8.0,4800,150 EUR,Qualcomm MSM8212 Snapdragon 200 (28 nm),Adreno 302,IPS,Huawei441,True,True,2014.0,"September. Released 2014, September",360.0,210.6,127.7,7.9,8.0,69.7,800.0,1280.0,16:10,188.0,Android 4.3 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,TBC
MediaPad T2 10.0 Pro,6660,240 EUR,Qualcomm MSM8939 Snapdragon 615 (28 nm),Adreno 405,IPS,Huawei441,False,False,2016.0,"August. Released 2016, September",495.0,259.1,156.4,8.5,10.0,71.6,1200.0,1920.0,16:10,226.0,Android 5.1 ,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,4.1
MediaPad T2 7.0,4100,150 EUR,Spreadtrum SC9830l,None,IPS,Huawei441,False,False,2016.0,"August. Released 2016, September",278.0,191.8,107.0,8.5,7.0,67.2,600.0,1024.0,16:9,170.0,Android 6 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
MediaPad T2 7.0 Pro,4360,230 EUR,Qualcomm MSM8939 Snapdragon 615 (28 nm),Adreno 405,IPS,Huawei441,True,True,2016.0,"August. Released 2016, September",250.0,187.4,105.8,8.2,7.0,68.1,1080.0,1920.0,16:9,315.0,Android 5.1 ,8.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
MediaPad T3 7.0,3100,100 EUR,Mediatek MT8127 (28 nm),Mali-450MP4,IPS,Huawei441,False,False,2017.0,April,250.0,179.0,103.7,8.6,7.0,74.3,600.0,1024.0,16:9,170.0,Android 6.0 ,4.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,False,4.0
MediaPad T3 8.0,4800,160 EUR,Qualcomm MSM8917 Snapdragon 425 (28 nm),Adreno 308,IPS,Huawei441,False,False,2017.0,April,350.0,211.1,124.7,8.0,8.0,70.5,800.0,1280.0,16:10,189.0,Android 7.0 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n or a/b/g/n,False,4.0
MediaPad T5,5100,170 EUR,Kirin 659 (16 nm),Mali-T830 MP2,IPS,Huawei441,False,False,2018.0,August,460.0,243.0,164.0,7.8,10.1,74.2,1920.0,1200.0,16:10,224.0,Android 8.0 ,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,False,4.2
MediaPad X1,5000,350 EUR,Kirin 910 (28 nm),Mali-450MP4,IPS,Huawei441,True,True,2014.0,"February. Released 2014, April",239.0,183.5,103.9,7.2,7.0,74.5,1200.0,1920.0,16:10,323.0,Android 4.2.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n (3G)Wi-Fi 802.11 a/b/g/n,False,4.0
MediaPad X2,5000,370 EUR,Kirin 930 (28 nm),Mali-T628 MP4,IPS,Huawei441,True,True,2015.0,"March. Released 2015, May",239.0,183.5,103.9,7.2,7.0,74.5,1200.0,1920.0,16:10,323.0,Android 5 ,8.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n,False,4.0
Memo,4400,170 EUR,Qualcomm MSM8260 Snapdragon S3,Adreno 220,IPS,Asus203,False,False,2012.0,"January. Released 2012, September",389.0,199.0,117.0,12.0,7.0,61.0,800.0,1280.0,16:10,216.0,Android 4.0.1 ,2.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,2.1
Memo Pad 10,5070,250 EUR,Rockchip RK101,None,IPS,Asus203,False,False,2013.0,"September. Released 2013, November",522.0,256.0,174.6,10.5,10.1,66.2,800.0,1280.0,16:10,149.0,Android 4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,3.0
Memo Pad 10 ME103K,5000,200 EUR,Qualcomm Snapdragon S4 Pro,Adreno 320,IPS,Asus203,False,False,2014.0,"October. Released 2014, November",525.0,256.0,174.0,9.9,10.1,66.4,800.0,1280.0,16:10,149.0,Android 4.4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Memo Pad 7 ME176C,3950,130 EUR,Intel Atom Z3745,Intel Gen 7 (Ivy Bridge),IPS,Asus203,False,False,2014.0,"June. Released 2014, August",295.0,189.3,113.7,9.6,7.0,66.0,800.0,1280.0,16:10,216.0,Android 4.4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Memo Pad 7 ME572C,3950,240 EUR,Intel Atom Z3560,PowerVR G6430,IPS,Asus203,True,True,2014.0,"September. Released 2014, November",269.0,200.0,114.4,8.3,7.0,62.1,1200.0,1920.0,16:10,323.0,Android 4.4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,True,4.0
Memo Pad 7 ME572CL,3950,240 EUR,Intel Atom Z3560,PowerVR G6430,IPS,Asus203,False,False,2014.0,"September. Released 2014, November",279.0,200.0,114.4,8.3,7.0,62.1,1200.0,1920.0,16:10,323.0,Android 4.4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,True,4.0
Memo Pad 8 ME180A,3950,150 EUR,None,None,IPS,Asus203,False,False,2013.0,"September. Released 2013, November",350.0,212.4,127.4,10.0,8.0,68.6,800.0,1280.0,16:10,189.0,Android 4.2.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,3.0
Memo Pad 8 ME181C,4000,150 EUR,Intel Atom Z3745,Intel Gen 7 (Ivy Bridge),IPS,Asus203,False,False,2014.0,"June. Released 2014, August",320.0,211.7,124.9,8.3,8.0,70.2,800.0,1280.0,16:10,189.0,Android 4.4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 b/g/n,False,4.0
Memo Pad 8 ME581CL,4000,240 EUR,Intel Atom Z3580,PowerVR G6430,IPS,Asus203,False,False,2014.0,"June. Released 2014, Q3",299.0,213.0,123.0,7.5,8.0,70.8,1200.0,1920.0,16:10,283.0,Android 4.4.2 ,4.0,Single,Single,True,True,Wi-Fi 802.11 a/b/g/n/ac,True,4.0
Mi 10 5G,4780,00,Qualcomm SM8250 Snapdragon 865 5G (7 nm+),Adreno 650,Super,Xiaomi377,False,False,2020.0,February 13,208.0,162.5,74.8,9.0,6.67,89.8,1080.0,2340.0,5:9,386.0,Android 10,8.0,Quad,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac/6,True,5.1
Mi 10 Lite 5G,4160,130 EUR,Qualcomm SM7250 Snapdragon 765G 5G (7 nm),Adreno 620,AMOLED,Xiaomi377,False,False,2020.0,March 27,192.0,163.7,74.8,7.9,6.57,85.1,1080.0,2400.0,20:9,401.0,Android 10,8.0,Quad,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,True,5.1
Mi 10 Pro 5G,4500,930 EUR,Qualcomm SM8250 Snapdragon 865 5G (7 nm+),Adreno 650,Super,Xiaomi377,False,False,2020.0,February 13,208.0,162.5,74.8,9.0,6.67,89.8,1080.0,2340.0,5:9,386.0,Android 10,8.0,Quad,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac/6,True,5.1
Mi 10 Ultra,4500,650 EUR,Qualcomm SM8250 Snapdragon 865 5G (7 nm+),Adreno 650,OLED,Xiaomi377,False,False,2020.0,August 11,221.8,162.4,75.1,9.5,6.67,89.5,1080.0,2340.0,5:9,386.0,Android 10,8.0,Quad,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac/6,True,5.1
Mi 10 Youth 5G,4160,270 EUR,Qualcomm SM7250 Snapdragon 765G 5G (7 nm),Adreno 620,Super,Xiaomi377,False,False,2020.0,April 27,192.0,164.0,74.8,7.9,6.57,85.0,1080.0,2400.0,20:9,401.0,Android 10,8.0,Quad,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,True,5.1
Mi 10S,4780,430 EUR,Qualcomm SM8250-AC Snapdragon 870 5G (7 nm),Adreno 650,AMOLED,Xiaomi377,False,False,2021.0,March 10,208.0,162.6,74.8,9.0,6.67,89.8,1080.0,2340.0,5:9,386.0,Android 11,8.0,Quad,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac/6,True,5.1
Mi 10T 5G,5000,299,Qualcomm SM8250 Snapdragon 865 5G (7 nm+),Adreno 650,IPS,Xiaomi377,False,False,2020.0,September 30,216.0,165.1,76.4,9.3,6.67,85.2,1080.0,2400.0,20:9,395.0,Android 10,8.0,Triple,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac/6,True,5.1
Mi 10T Lite 5G,4820,190 EUR,Qualcomm SM7225 Snapdragon 750G 5G (8 nm),Adreno 619,IPS,Xiaomi377,False,False,2020.0,September 30,214.5,165.4,76.8,9.0,6.67,84.6,1080.0,2400.0,20:9,395.0,Android 10,8.0,Quad,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac,True,Yes
Mi 10T Pro 5G,5000,00,Qualcomm SM8250 Snapdragon 865 5G (7 nm+),Adreno 650,IPS,Xiaomi377,False,False,2020.0,September 30,218.0,165.1,76.4,9.3,6.67,85.2,1080.0,2400.0,20:9,395.0,Android 10,8.0,Triple,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac/6,True,5.1
Mi 10i 5G,4820,250 EUR,Qualcomm SM7225 Snapdragon 750G 5G (8 nm),Adreno 619,IPS,Xiaomi377,False,False,2021.0,January 05,214.5,165.4,76.8,9.0,6.67,84.6,1080.0,2400.0,20:9,395.0,Android 10,8.0,Quad,Single,True,False,Yes,True,Yes
Mi 11,4600,99,Qualcomm SM8350 Snapdragon 888 5G (5 nm),Adreno 660,AMOLED,Xiaomi377,False,False,2020.0,December 28,196.0,164.3,74.6,8.1,6.81,91.4,1440.0,3200.0,20:9,515.0,Android 11,8.0,Triple,Single,True,False,Wi-Fi 802.11 a/b/g/n/ac/6,True,5.2
