DeviceName,Sensor
Mi 10 Youth 5G,gyro
Mi 10 Youth 5G,compass
Mi 10 Lite 5G,Fingerprint (under display
Mi 10 Lite 5G,optical)
Mi 10 Lite 5G,accelerometer
Mi 10 Lite 5G,gyro
Mi 10 Lite 5G,compass
Redmi K30 Pro Zoom,Fingerprint (under display
Redmi K30 Pro Zoom,optical)
Redmi K30 Pro Zoom,accelerometer
Redmi K30 Pro Zoom,gyro
Redmi K30 Pro Zoom,proximity
Redmi K30 Pro Zoom,compass
Redmi K30 Pro Zoom,barometer
Redmi K30 Pro,Fingerprint (under display
Redmi K30 Pro,optical)
Redmi K30 Pro,accelerometer
Redmi K30 Pro,gyro
Redmi K30 Pro,compass
Redmi K30 Pro,barometer
Redmi Note 9S,Fingerprint (side-mounted)
Redmi Note 9S,accelerometer
Redmi Note 9S,gyro
Redmi Note 9S,proximity
Redmi Note 9S,compass
Redmi Note 9 Pro Max,Fingerprint (side-mounted)
Redmi Note 9 Pro Max,accelerometer
Redmi Note 9 Pro Max,gyro
Redmi Note 9 Pro Max,proximity
Redmi Note 9 Pro Max,compass
Redmi Note 9 Pro (India),Fingerprint (side-mounted)
Redmi Note 9 Pro (India),accelerometer
Redmi Note 9 Pro (India),gyro
Redmi Note 9 Pro (India),proximity
Redmi Note 9 Pro (India),compass
Black Shark 3 Pro,Fingerprint (under display
Black Shark 3 Pro,optical)
Black Shark 3 Pro,accelerometer
Black Shark 3 Pro,gyro
Black Shark 3 Pro,proximity
Black Shark 3 Pro,compass
Black Shark 3,Fingerprint (under display
Black Shark 3,optical)
Black Shark 3,accelerometer
Black Shark 3,gyro
Black Shark 3,proximity
Black Shark 3,compass
Mi 10 Pro 5G,Fingerprint (under display
Mi 10 Pro 5G,optical)
Mi 10 Pro 5G,accelerometer
Mi 10 Pro 5G,gyro
Mi 10 Pro 5G,compass
Mi 10 Pro 5G,barometer
Mi 10 5G,Fingerprint (under display
Mi 10 5G,optical)
Mi 10 5G,accelerometer
Mi 10 5G,gyro
Mi 10 5G,compass
Mi 10 5G,barometer
Redmi 8A Pro,Accelerometer
Redmi 8A Pro,proximity
Redmi 8A Pro,compass
Redmi 8A Dual,Accelerometer
Redmi 8A Dual,proximity
Redmi 8A Dual,compass
Poco X2,Fingerprint (side-mounted)
Poco X2,accelerometer
Poco X2,gyro
Poco X2,proximity
Poco X2,compass
Redmi K30,Fingerprint (side-mounted)
Redmi K30,accelerometer
Redmi K30,gyro
Redmi K30,proximity
Redmi K30,compass
Redmi K30 5G,Fingerprint (side-mounted)
Redmi K30 5G,accelerometer
Redmi K30 5G,gyro
Redmi K30 5G,proximity
Redmi K30 5G,compass
Redmi Note 8T,Fingerprint (rear-mounted)
Redmi Note 8T,accelerometer
Redmi Note 8T,gyro
Redmi Note 8T,proximity
Redmi Note 8T,compass
Mi Note 10 Pro,Fingerprint (under display
Mi Note 10 Pro,optical)
Mi Note 10 Pro,accelerometer
Mi Note 10 Pro,gyro
Mi Note 10 Pro,proximity
Mi Note 10 Pro,compass
Mi Note 10,Fingerprint (under display
Mi Note 10,optical)
Mi Note 10,accelerometer
Mi Note 10,gyro
Mi Note 10,proximity
Mi Note 10,compass
Mi CC9 Pro,Fingerprint (under display
Mi CC9 Pro,optical)
Mi CC9 Pro,accelerometer
Mi CC9 Pro,gyro
Mi CC9 Pro,compass
Redmi 8,Fingerprint (rear-mounted)
Redmi 8,accelerometer
Redmi 8,proximity
Redmi 8,compass
Redmi 8A,Accelerometer
Redmi 8A,proximity
Redmi 8A,compass
Mi 9 Pro 5G,Fingerprint (under display
Mi 9 Pro 5G,optical)
Mi 9 Pro 5G,accelerometer
Mi 9 Pro 5G,gyro
Mi 9 Pro 5G,proximity
Mi 9 Pro 5G,compass
Mi 9 Pro,Fingerprint (under display
Mi 9 Pro,optical)
Mi 9 Pro,accelerometer
Mi 9 Pro,gyro
Mi 9 Pro,proximity
Mi 9 Pro,compass
Redmi K20 Pro Premium,Fingerprint (under display
Redmi K20 Pro Premium,optical)
Redmi K20 Pro Premium,accelerometer
Redmi K20 Pro Premium,gyro
Redmi K20 Pro Premium,proximity
Redmi K20 Pro Premium,compass
Mi 9 Lite,Fingerprint (under display
Mi 9 Lite,optical)
Mi 9 Lite,accelerometer
Mi 9 Lite,gyro
Mi 9 Lite,proximity
Mi 9 Lite,compass
Redmi Note 8 Pro,Fingerprint (rear-mounted)
Redmi Note 8 Pro,accelerometer
Redmi Note 8 Pro,gyro
Redmi Note 8 Pro,proximity
Redmi Note 8 Pro,compass
Black Shark 2 Pro,Fingerprint (under display
Black Shark 2 Pro,optical)
Black Shark 2 Pro,accelerometer
Black Shark 2 Pro,gyro
Black Shark 2 Pro,proximity
Black Shark 2 Pro,compass
Mi A3,Fingerprint (under display
Mi A3,optical)
Mi A3,accelerometer
Mi A3,gyro
Mi A3,proximity
Mi A3,compass
Redmi 7A,Accelerometer
Redmi 7A,proximity
Redmi 7A,compass
Mi CC9e,Fingerprint (under display
Mi CC9e,optical)
Mi CC9e,accelerometer
Mi CC9e,gyro
Mi CC9e,proximity
Mi CC9e,compass
Mi CC9,Fingerprint (under display
Mi CC9,optical)
Mi CC9,accelerometer
Mi CC9,gyro
Mi CC9,proximity
Mi CC9,compass
Mi 9T Pro,Fingerprint (under display
Mi 9T Pro,optical)
Mi 9T Pro,accelerometer
Mi 9T Pro,gyro
Mi 9T Pro,proximity
Mi 9T Pro,compass
Mi 9T,Fingerprint (under display
Mi 9T,optical)
Mi 9T,accelerometer
Mi 9T,gyro
Mi 9T,proximity
Mi 9T,compass
Redmi K20,Fingerprint (under display
Redmi K20,optical)
Redmi K20,accelerometer
Redmi K20,gyro
Redmi K20,proximity
Redmi K20,compass
Redmi K20 Pro,Fingerprint (under display
Redmi K20 Pro,optical)
Redmi K20 Pro,accelerometer
Redmi K20 Pro,gyro
Redmi K20 Pro,proximity
Redmi K20 Pro,compass
Redmi Note 7S,Fingerprint (rear-mounted)
Redmi Note 7S,accelerometer
Redmi Note 7S,gyro
Redmi Note 7S,proximity
Redmi Note 7S,compass
Black Shark 2,Fingerprint (under display
Black Shark 2,optical)
Black Shark 2,accelerometer
Black Shark 2,gyro
Black Shark 2,proximity
Black Shark 2,compass
Redmi 7,Fingerprint (rear-mounted)
Redmi 7,accelerometer
Redmi 7,proximity
Redmi 7,compass
Redmi Note 7 Pro,Fingerprint (rear-mounted)
Redmi Note 7 Pro,accelerometer
Redmi Note 7 Pro,gyro
Redmi Note 7 Pro,proximity
Redmi Note 7 Pro,compass
Mi Mix 3 5G,Fingerprint (rear-mounted)
Mi Mix 3 5G,accelerometer
Mi Mix 3 5G,gyro
Mi Mix 3 5G,compass
Mi 9 Explorer,Fingerprint (under display
Mi 9 Explorer,optical)
Mi 9 Explorer,accelerometer
Mi 9 Explorer,gyro
Mi 9 Explorer,proximity
Mi 9 Explorer,compass
Mi 9 SE,Fingerprint (under display
Mi 9 SE,optical)
Mi 9 SE,accelerometer
Mi 9 SE,gyro
Mi 9 SE,compass
Mi 9,Fingerprint (under display
Mi 9,optical)
Mi 9,accelerometer
Mi 9,gyro
Mi 9,compass
Redmi Go,Accelerometer
Redmi Go,proximity
Redmi Note 7,Fingerprint (rear-mounted)
Redmi Note 7,accelerometer
Redmi Note 7,gyro
Redmi Note 7,proximity
Redmi Note 7,compass
Mi Play,Fingerprint (rear-mounted)
Mi Play,accelerometer
Mi Play,gyro
Mi Play,proximity
Mi Play,compass
Black Shark Helo,Fingerprint (rear-mounted)
Black Shark Helo,accelerometer
Black Shark Helo,gyro
Black Shark Helo,proximity
Black Shark Helo,compass
Mi Mix 3,Fingerprint (rear-mounted)
Mi Mix 3,accelerometer
Mi Mix 3,gyro
Mi Mix 3,compass
Redmi Note 6 Pro,Fingerprint (rear-mounted)
Redmi Note 6 Pro,accelerometer
Redmi Note 6 Pro,gyro
Redmi Note 6 Pro,proximity
Redmi Note 6 Pro,compass
Mi 8 Lite,Fingerprint (rear-mounted)
Mi 8 Lite,accelerometer
Mi 8 Lite,gyro
Mi 8 Lite,proximity
Mi 8 Lite,compass
Pocophone F1,Infrared Face ID
Pocophone F1,fingerprint (rear-mounted)
Pocophone F1,accelerometer
Pocophone F1,gyro
Pocophone F1,proximity
Pocophone F1,compass
Mi A2 (Mi 6X),Fingerprint (rear-mounted)
Mi A2 (Mi 6X),accelerometer
Mi A2 (Mi 6X),gyro
Mi A2 (Mi 6X),proximity
Mi A2 (Mi 6X),compass
Mi A2 Lite (Redmi 6 Pro),Fingerprint (rear-mounted)
Mi A2 Lite (Redmi 6 Pro),accelerometer
Mi A2 Lite (Redmi 6 Pro),gyro
Mi A2 Lite (Redmi 6 Pro),proximity
Mi A2 Lite (Redmi 6 Pro),compass
Mi Max 3,Fingerprint (rear-mounted)
Mi Max 3,accelerometer
Mi Max 3,gyro
Mi Max 3,proximity
Mi Max 3,compass
Mi Pad 4 Plus,Accelerometer
Mi Pad 4 Plus,gyro
Mi Pad 4 Plus,proximity
Mi Pad 4 Plus,compass (LTE model only)
Mi Pad 4,Accelerometer
Mi Pad 4,gyro
Mi Pad 4,proximity
Mi Pad 4,compass (LTE model only)
Redmi 6,Fingerprint (rear-mounted)
Redmi 6,accelerometer
Redmi 6,proximity
Redmi 6,compass
Redmi 6A,Accelerometer
Redmi 6A,proximity
Redmi 6A,compass
Mi 8 SE,Fingerprint (rear-mounted)
Mi 8 SE,accelerometer
Mi 8 SE,gyro
Mi 8 SE,proximity
Mi 8 SE,compass
Redmi S2 (Redmi Y2),Fingerprint (rear-mounted)
Redmi S2 (Redmi Y2),accelerometer
Redmi S2 (Redmi Y2),gyro
Redmi S2 (Redmi Y2),proximity
Redmi S2 (Redmi Y2),compass
Mi Mix 2S,Fingerprint (rear-mounted)
Mi Mix 2S,accelerometer
Mi Mix 2S,gyro
Mi Mix 2S,compass
Redmi Note 5 AI Dual Camera,Fingerprint (rear-mounted)
Redmi Note 5 AI Dual Camera,accelerometer
Redmi Note 5 AI Dual Camera,gyro
Redmi Note 5 AI Dual Camera,proximity
Redmi Note 5 AI Dual Camera,compass
Redmi Note 5 Pro,Fingerprint (rear-mounted)
Redmi Note 5 Pro,accelerometer
Redmi Note 5 Pro,gyro
Redmi Note 5 Pro,proximity
Redmi Note 5 Pro,compass
Black Shark,Fingerprint (front-mounted)
Black Shark,accelerometer
Black Shark,gyro
Black Shark,proximity
Black Shark,compass
Redmi 5 Plus (Redmi Note 5),Fingerprint (rear-mounted)
Redmi 5 Plus (Redmi Note 5),accelerometer
Redmi 5 Plus (Redmi Note 5),gyro
Redmi 5 Plus (Redmi Note 5),proximity
Redmi 5 Plus (Redmi Note 5),compass
Redmi 5,Fingerprint (rear-mounted)
Redmi 5,accelerometer
Redmi 5,gyro
Redmi 5,proximity
Redmi 5,compass
Redmi 5A,Accelerometer
Redmi 5A,proximity
Redmi Y1 (Note 5A),Fingerprint (rear-mounted)
Redmi Y1 (Note 5A),accelerometer
Redmi Y1 (Note 5A),gyro
Redmi Y1 (Note 5A),proximity
Redmi Y1 (Note 5A),compass
Redmi Y1 Lite,Accelerometer
Redmi Y1 Lite,gyro
Redmi Y1 Lite,proximity
Redmi Y1 Lite,compass
Mi Note 3,Fingerprint (front-mounted)
Mi Note 3,accelerometer
Mi Note 3,gyro
Mi Note 3,proximity
Mi Note 3,compass
Mi Note 3,barometer
Mi Mix 2,Fingerprint (rear-mounted)
Mi Mix 2,accelerometer
Mi Mix 2,gyro
Mi Mix 2,compass
Mi Mix 2,barometer
Mi A1 (Mi 5X),Fingerprint (rear-mounted)
Mi A1 (Mi 5X),accelerometer
Mi A1 (Mi 5X),gyro
Mi A1 (Mi 5X),proximity
Mi Max 2,Fingerprint (rear-mounted)
Mi Max 2,accelerometer
Mi Max 2,gyro
Mi Max 2,proximity
Mi Max 2,compass
Redmi 4 (4X),Fingerprint (rear-mounted)
Redmi 4 (4X),accelerometer
Redmi 4 (4X),gyro
Redmi 4 (4X),proximity
Redmi 4 (4X),compass
Mi 6,Fingerprint (front-mounted)
Mi 6,accelerometer
Mi 6,gyro
Mi 6,proximity
Mi 6,compass
Mi 6,barometer
Mi 5c,Fingerprint (front-mounted)
Mi 5c,accelerometer
Mi 5c,gyro
Mi 5c,proximity
Mi 5c,compass
Redmi Note 4X,Fingerprint (rear-mounted)
Redmi Note 4X,accelerometer
Redmi Note 4X,gyro
Redmi Note 4X,proximity
Redmi Note 4X,compass
Redmi Note 4,Fingerprint (rear-mounted)
Redmi Note 4,accelerometer
Redmi Note 4,gyro
Redmi Note 4,proximity
Redmi Note 4,compass
Redmi 4A,Accelerometer
Redmi 4A,gyro
Redmi 4A,proximity
Redmi 4 (China),Fingerprint (rear-mounted)
Redmi 4 (China),accelerometer
Redmi 4 (China),gyro
Redmi 4 (China),proximity
Redmi 4 (China),compass
Redmi 4 Prime,Fingerprint (rear-mounted)
Redmi 4 Prime,accelerometer
Redmi 4 Prime,gyro
Redmi 4 Prime,proximity
Redmi 4 Prime,compass
Mi Mix,Fingerprint (rear-mounted)
Mi Mix,accelerometer
Mi Mix,gyro
Mi Mix,proximity
Mi Mix,compass
Mi Mix,barometer
Mi Note 2,Fingerprint (front-mounted)
Mi Note 2,accelerometer
Mi Note 2,gyro
Mi Note 2,proximity
Mi Note 2,compass
Mi Note 2,barometer
Mi 5s Plus,Fingerprint (rear-mounted)
Mi 5s Plus,accelerometer
Mi 5s Plus,gyro
Mi 5s Plus,proximity
Mi 5s Plus,compass
Mi 5s Plus,barometer
Mi 5s,Fingerprint (front-mounted)
Mi 5s,accelerometer
Mi 5s,gyro
Mi 5s,proximity
Mi 5s,compass
Mi 5s,barometer
Redmi 3x,Fingerprint (rear-mounted)
Redmi 3x,accelerometer
Redmi 3x,gyro
Redmi 3x,proximity
Redmi 3x,compass
Redmi 3s Prime,Fingerprint (rear-mounted)
Redmi 3s Prime,accelerometer
Redmi 3s Prime,gyro
Redmi 3s Prime,proximity
Redmi 3s Prime,compass
Redmi 3s,Accelerometer
Redmi 3s,gyro
Redmi 3s,proximity
Redmi 3s,compass
Redmi 3 Pro,Fingerprint (rear-mounted)
Redmi 3 Pro,accelerometer
Redmi 3 Pro,gyro
Redmi 3 Pro,proximity
Redmi 3 Pro,compass
Mi Max,Fingerprint (rear-mounted)
Mi Max,accelerometer
Mi Max,gyro
Mi Max,proximity
Mi Max,compass
Mi 5,Fingerprint (front-mounted)
Mi 5,accelerometer
Mi 5,gyro
Mi 5,proximity
Mi 5,compass
Mi 5,barometer
Redmi 3,Accelerometer
Redmi 3,gyro
Redmi 3,proximity
Redmi 3,compass
Redmi Note Prime,Accelerometer
Redmi Note Prime,gyro
Redmi Note Prime,proximity
Redmi Note Prime,compass
Mi Pad 2,Accelerometer
Mi Pad 2,gyro
Mi Pad 2,compass
Redmi Note 3 (MediaTek),Fingerprint (rear-mounted)
Redmi Note 3 (MediaTek),accelerometer
Redmi Note 3 (MediaTek),gyro
Redmi Note 3 (MediaTek),proximity
Redmi Note 3 (MediaTek),compass
Redmi Note 2,Accelerometer
Redmi Note 2,gyro
Redmi Note 2,proximity
Redmi Note 2,compass
Redmi 2 Pro,Accelerometer
Redmi 2 Pro,gyro
Redmi 2 Pro,proximity
Redmi 2 Pro,compass
Redmi 2 Prime,Accelerometer
Redmi 2 Prime,gyro
Redmi 2 Prime,proximity
Redmi 2 Prime,compass
Mi 4i,Accelerometer
Mi 4i,gyro
Mi 4i,proximity
Mi 4i,compass
Mi Note Pro,Accelerometer
Mi Note Pro,gyro
Mi Note Pro,proximity
Mi Note Pro,compass
Mi Note Pro,barometer
Mi Note,Accelerometer
Mi Note,gyro
Mi Note,proximity
Mi Note,compass
Mi Note,barometer
Redmi 2A,Accelerometer
Redmi 2A,proximity
Redmi 2,Accelerometer
Redmi 2,gyro
Redmi 2,proximity
Redmi 2,compass
Mi 4 LTE,Accelerometer
Mi 4 LTE,gyro
Mi 4 LTE,proximity
Mi 4 LTE,compass
Mi 4 LTE,barometer
Redmi Note 4G,Accelerometer
Redmi Note 4G,gyro
Redmi Note 4G,proximity
Redmi Note 4G,compass
Mi 4,Accelerometer
Mi 4,gyro
Mi 4,proximity
Mi 4,compass
Mi 4,barometer
Mi Pad 7.9,Accelerometer
Mi Pad 7.9,gyro
Redmi Note,Accelerometer
Redmi Note,gyro
Redmi Note,proximity
Redmi Note,compass
Mi 3,Accelerometer
Mi 3,gyro
Mi 3,proximity
Mi 3,compass
Mi 3,barometer
Redmi 1S,Accelerometer
Redmi 1S,gyro
Redmi 1S,proximity
Redmi 1S,compass
Redmi,Accelerometer
Redmi,gyro
Redmi,proximity
Redmi,compass
Mi 2S,Accelerometer
Mi 2S,gyro
Mi 2S,proximity
Mi 2S,compass
Mi 2,Accelerometer
Mi 2,gyro
Mi 2,proximity
Mi 2,compass
Mi 2,barometer
Mi 1S,Accelerometer
Mi 1S,proximity
Mi 1S,compass
nubia Z60 Ultra,Fingerprint (under display
nubia Z60 Ultra,optical)
nubia Z60 Ultra,accelerometer
nubia Z60 Ultra,gyro
nubia Z60 Ultra,proximity
nubia Z60 Ultra,compass
nubia Z60 Ultra,color spectrum
nubia Red Magic 9 Pro+,Fingerprint (under display
nubia Red Magic 9 Pro+,optical)
nubia Red Magic 9 Pro+,accelerometer
nubia Red Magic 9 Pro+,gyro
nubia Red Magic 9 Pro+,proximity
nubia Red Magic 9 Pro+,compass
nubia Red Magic 9 Pro,Fingerprint (under display
nubia Red Magic 9 Pro,optical)
nubia Red Magic 9 Pro,accelerometer
nubia Red Magic 9 Pro,gyro
nubia Red Magic 9 Pro,proximity
nubia Red Magic 9 Pro,compass
Blade V50 Design 4G,Fingerprint (side-mounted)
Blade V50 Design 4G,accelerometer
Blade V50 Design 4G,proximity
Blade V50 Vita,Fingerprint (side-mounted)
Blade V50 Vita,accelerometer
Blade V50 Vita,proximity
Blade V50,Fingerprint (under display
Blade V50,optical)
Blade V50,accelerometer
Blade V50,gyro
Blade V50,proximity
Blade V50,compass
Blade A54,Fingerprint (side-mounted)
Blade A54,accelerometer
Blade A73,Fingerprint (side-mounted)
Blade A73,accelerometer
Blade A73,proximity
Blade A73 5G,Fingerprint (side-mounted)
Blade A73 5G,accelerometer
Blade A73 5G,proximity
nubia Neo,Fingerprint (side-mounted)
nubia Neo,accelerometer
nubia Neo,proximity
nubia Z50S Pro,Fingerprint (under display
nubia Z50S Pro,optical)
nubia Z50S Pro,accelerometer
nubia Z50S Pro,gyro
nubia Z50S Pro,proximity
nubia Z50S Pro,compass
nubia Red Magic Tablet,Accelerometer
nubia Red Magic Tablet,gyro
nubia Red Magic Tablet,compass
nubia Red Magic Tablet,proximity (accessories only)
nubia Red Magic 8S Pro+,Fingerprint (under display
nubia Red Magic 8S Pro+,optical)
nubia Red Magic 8S Pro+,accelerometer
nubia Red Magic 8S Pro+,gyro
nubia Red Magic 8S Pro+,proximity
nubia Red Magic 8S Pro+,compass
nubia Red Magic 8S Pro,Fingerprint (under display
nubia Red Magic 8S Pro,optical)
nubia Red Magic 8S Pro,accelerometer
nubia Red Magic 8S Pro,gyro
nubia Red Magic 8S Pro,proximity
nubia Red Magic 8S Pro,compass
Blade A72s,Fingerprint (side-mounted)
Blade A72s,accelerometer
Blade A72s,proximity
Axon Pad,Accelerometer
Axon Pad,gyro
Axon Pad,compass
Axon Pad,proximity (accessories only)
nubia Z50 Ultra,Fingerprint (under display
nubia Z50 Ultra,optical)
nubia Z50 Ultra,accelerometer
nubia Z50 Ultra,gyro
nubia Z50 Ultra,proximity
nubia Z50 Ultra,compass
Blade V40 Design,Fingerprint (side-mounted)
Blade V40 Design,accelerometer
Blade V40 Design,proximity
nubia Red Magic 8 Pro+,Fingerprint (under display
nubia Red Magic 8 Pro+,optical)
nubia Red Magic 8 Pro+,accelerometer
nubia Red Magic 8 Pro+,gyro
nubia Red Magic 8 Pro+,proximity
nubia Red Magic 8 Pro+,compass
nubia Red Magic 8 Pro,Fingerprint (under display
nubia Red Magic 8 Pro,optical)
nubia Red Magic 8 Pro,accelerometer
nubia Red Magic 8 Pro,gyro
nubia Red Magic 8 Pro,proximity
nubia Red Magic 8 Pro,compass
nubia Z50,Fingerprint (under display
nubia Z50,optical)
nubia Z50,accelerometer
nubia Z50,gyro
nubia Z50,proximity
nubia Z50,compass
Voyage 40 Pro+,Fingerprint (side-mounted)
Voyage 40 Pro+,accelerometer
Voyage 40 Pro+,gyro
Voyage 40 Pro+,proximity
Voyage 40 Pro+,compass
Axon 40 Ultra Space Edition,Fingerprint (under display
Axon 40 Ultra Space Edition,optical)
Axon 40 Ultra Space Edition,accelerometer
Axon 40 Ultra Space Edition,gyro
Axon 40 Ultra Space Edition,proximity
Axon 40 Ultra Space Edition,compass
Axon 40 SE,Fingerprint (side-mounted)
Axon 40 SE,accelerometer
Axon 40 SE,gyro
Axon 40 SE,proximity
Axon 40 SE,compass
Blade V40s,Fingerprint (side-mounted)
Blade V40s,accelerometer
Blade V40s,proximity
nubia Z40S Pro,Fingerprint (under display
nubia Z40S Pro,optical)
nubia Z40S Pro,accelerometer
nubia Z40S Pro,gyro
nubia Z40S Pro,proximity
nubia Z40S Pro,compass
nubia Red Magic 7S Pro,Fingerprint (under display
nubia Red Magic 7S Pro,optical)
nubia Red Magic 7S Pro,accelerometer
nubia Red Magic 7S Pro,gyro
nubia Red Magic 7S Pro,proximity
nubia Red Magic 7S Pro,compass
nubia Red Magic 7S,Fingerprint (under display
nubia Red Magic 7S,optical)
nubia Red Magic 7S,accelerometer
nubia Red Magic 7S,gyro
nubia Red Magic 7S,proximity
nubia Red Magic 7S,compass
Blade V40 Pro,Fingerprint (side-mounted)
Blade V40 Pro,accelerometer
Blade V40 Pro,proximity
Blade V40 Pro,compass
Blade A72 5G,Fingerprint (side-mounted)
Blade A72 5G,accelerometer
Blade A72 5G,proximity
Blade A72,Fingerprint (side-mounted)
Blade A72,accelerometer
Blade A72,proximity
Blade A52,Fingerprint (rear-mounted)
Blade A52,accelerometer
Blade A52,proximity
Axon 40 Pro,Fingerprint (under display
Axon 40 Pro,optical)
Axon 40 Pro,accelerometer
Axon 40 Pro,gyro
Axon 40 Pro,proximity
Axon 40 Pro,compass
Axon 40 Ultra,Fingerprint (under display
Axon 40 Ultra,optical)
Axon 40 Ultra,accelerometer
Axon 40 Ultra,gyro
Axon 40 Ultra,proximity
Axon 40 Ultra,compass
nubia Z40 Pro,Fingerprint (under display
nubia Z40 Pro,optical)
nubia Z40 Pro,accelerometer
nubia Z40 Pro,gyro
nubia Z40 Pro,proximity
nubia Z40 Pro,compass
Blade V40 Vita,Fingerprint (side-mounted)
Blade V40 Vita,accelerometer
Blade V40 Vita,proximity
nubia Red Magic 7 Pro,Fingerprint (under display
nubia Red Magic 7 Pro,optical)
nubia Red Magic 7 Pro,accelerometer
nubia Red Magic 7 Pro,gyro
nubia Red Magic 7 Pro,proximity
nubia Red Magic 7 Pro,compass
nubia Red Magic 7,Fingerprint (under display
nubia Red Magic 7,optical)
nubia Red Magic 7,accelerometer
nubia Red Magic 7,gyro
nubia Red Magic 7,proximity
nubia Red Magic 7,compass
Blade A3 Plus,
Blade A7P,Fingerprint (rear-mounted)
Blade A7P,accelerometer
Blade A7P,proximity
Voyage 20 Pro,Fingerprint (side-mounted)
Voyage 20 Pro,accelerometer
Voyage 20 Pro,gyro
Voyage 20 Pro,proximity
Voyage 20 Pro,compass
Blade A71,Fingerprint (side-mounted)
Blade A71,accelerometer
Blade A71,proximity
Blade A31 Lite,Accelerometer
Blade L9,Accelerometer
nubia Red Magic 6s Pro,Fingerprint (under display
nubia Red Magic 6s Pro,optical)
nubia Red Magic 6s Pro,accelerometer
nubia Red Magic 6s Pro,gyro
nubia Red Magic 6s Pro,proximity
nubia Red Magic 6s Pro,compass
nubia Red Magic 6s Pro,heart rate
nubia Red Magic 6s,Fingerprint (under display
nubia Red Magic 6s,optical)
nubia Red Magic 6s,accelerometer
nubia Red Magic 6s,gyro
nubia Red Magic 6s,proximity
nubia Red Magic 6s,compass
nubia Red Magic 6s,heart rate
Blade V30,Fingerprint (side-mounted)
Blade V30,accelerometer
Blade V30,gyro
Blade V30,proximity
nubia Red Magic 6R,Fingerprint (under display
nubia Red Magic 6R,optical)
nubia Red Magic 6R,accelerometer
nubia Red Magic 6R,gyro
nubia Red Magic 6R,proximity
nubia Red Magic 6R,compass
nubia Z30 Pro,Fingerprint (under display
nubia Z30 Pro,optical)
nubia Z30 Pro,accelerometer
nubia Z30 Pro,gyro
nubia Z30 Pro,proximity
nubia Z30 Pro,compass
Blade 11 Prime,Fingerprint (side-mounted)
Blade 11 Prime,accelerometer
Blade 11 Prime,gyro
Blade 11 Prime,proximity
Axon 30 Ultra 5G,Fingerprint (under display
Axon 30 Ultra 5G,optical)
Axon 30 Ultra 5G,accelerometer
Axon 30 Ultra 5G,gyro
Axon 30 Ultra 5G,proximity
Axon 30 Ultra 5G,compass
Axon 30 Pro 5G,Fingerprint (under display
Axon 30 Pro 5G,optical)
Axon 30 Pro 5G,accelerometer
Axon 30 Pro 5G,gyro
Axon 30 Pro 5G,proximity
Axon 30 Pro 5G,compass
S30 Pro,Fingerprint (under display
S30 Pro,optical)
S30 Pro,accelerometer
S30 Pro,gyro
S30 Pro,proximity
S30 Pro,compass
S30,Fingerprint (side-mounted)
S30,accelerometer
S30,gyro
S30,proximity
S30,compass
S30 SE,Fingerprint (side-mounted)
S30 SE,accelerometer
S30 SE,gyro
S30 SE,proximity
S30 SE,compass
nubia Red Magic 6 Pro,Fingerprint (under display
nubia Red Magic 6 Pro,optical)
nubia Red Magic 6 Pro,accelerometer
nubia Red Magic 6 Pro,gyro
nubia Red Magic 6 Pro,proximity
nubia Red Magic 6 Pro,compass
nubia Red Magic 6,Fingerprint (under display
nubia Red Magic 6,optical)
nubia Red Magic 6,accelerometer
nubia Red Magic 6,gyro
nubia Red Magic 6,proximity
nubia Red Magic 6,compass
Blade X1 5G,Fingerprint (rear-mounted)
Blade X1 5G,accelerometer
Blade X1 5G,gyro
Blade X1 5G,proximity
Blade 20 Pro 5G,Fingerprint (under display
Blade 20 Pro 5G,optical)
Blade 20 Pro 5G,accelerometer
Blade 20 Pro 5G,gyro
Blade 20 Pro 5G,proximity
Blade 20 Pro 5G,compass
Blade V2020 5G,Fingerprint (rear-mounted)
Blade V2020 5G,accelerometer
Blade V2020 5G,proximity
Blade A7s 2020,Fingerprint (rear-mounted)
Blade A7s 2020,accelerometer
Blade A7s 2020,proximity
Blade 20 5G,Fingerprint (rear-mounted)
Blade 20 5G,accelerometer
Blade 20 5G,proximity
Blade 20 5G,compass
Blade A3Y,Fingerprint (rear-mounted)
Blade A3Y,accelerometer
Blade A3Y,proximity
