DeviceName,Sensor
Galaxy S10e,accelerometer
Galaxy S10e,gyro
Galaxy S10e,proximity
Galaxy S10e,compass
Galaxy S10e,barometer
Galaxy M40,Fingerprint (rear-mounted)
Galaxy M40,accelerometer
Galaxy M40,gyro
Galaxy M40,proximity
Galaxy M40,compass
Galaxy M30,Fingerprint (rear-mounted)
Galaxy M30,accelerometer
Galaxy M30,gyro
Galaxy M30,proximity
Galaxy M30,compass
Galaxy M20,Fingerprint (rear-mounted)
Galaxy M20,accelerometer
Galaxy M20,gyro
Galaxy M20,proximity
Galaxy M20,compass
Galaxy M10,Accelerometer
Galaxy M10,proximity
Galaxy A80,Fingerprint (under display
Galaxy A80,optical)
Galaxy A80,accelerometer
Galaxy A80,gyro
Galaxy A80,proximity
Galaxy A80,compass
Galaxy A70,Fingerprint (under display
Galaxy A70,optical)
Galaxy A70,accelerometer
Galaxy A70,gyro
Galaxy A70,proximity
Galaxy A70,compass
Galaxy A60,Fingerprint (rear-mounted)
Galaxy A60,accelerometer
Galaxy A60,gyro
Galaxy A60,proximity
Galaxy A60,compass
Galaxy A50,Fingerprint (under display
Galaxy A50,optical)
Galaxy A50,accelerometer
Galaxy A50,gyro
Galaxy A50,proximity
Galaxy A50,compass
Galaxy A40,Fingerprint (rear-mounted)
Galaxy A40,accelerometer
Galaxy A40,gyro
Galaxy A40,proximity
Galaxy A40,compass
Galaxy A30,Fingerprint (rear-mounted)
Galaxy A30,accelerometer
Galaxy A30,gyro
Galaxy A30,proximity
Galaxy A30,compass
Galaxy A20e,Fingerprint (rear-mounted)
Galaxy A20e,accelerometer
Galaxy A20e,gyro
Galaxy A20e,proximity
Galaxy A20e,compass
Galaxy A20,Fingerprint (rear-mounted)
Galaxy A20,accelerometer
Galaxy A20,gyro
Galaxy A20,proximity
Galaxy A20,compass
Galaxy A10,Accelerometer
Galaxy A10,proximity
Galaxy Tab S5e,Fingerprint (side-mounted)
Galaxy Tab S5e,accelerometer
Galaxy Tab S5e,gyro
Galaxy Tab S5e,proximity
Galaxy Tab S5e,compass
Galaxy Tab A 10.1 (2019),Accelerometer
Galaxy Tab A 10.1 (2019),gyro
Galaxy Tab A 10.1 (2019),compass
Galaxy Tab Advanced2,Accelerometer
Galaxy Tab A 8.0 (2018),Accelerometer
Galaxy Tab S4 10.5,Iris scanner
Galaxy Tab S4 10.5,accelerometer
Galaxy Tab S4 10.5,gyro
Galaxy Tab S4 10.5,proximity
Galaxy Tab S4 10.5,compass
Galaxy Tab A 10.5,Accelerometer
Galaxy Tab A 10.5,gyro
Galaxy Tab A 10.5,compass
Galaxy A8s,Fingerprint (rear-mounted)
Galaxy A8s,accelerometer
Galaxy A8s,gyro
Galaxy A8s,proximity
Galaxy A8s,compass
Galaxy A6s,Fingerprint (rear-mounted)
Galaxy A6s,accelerometer
Galaxy A6s,gyro
Galaxy A6s,proximity
Galaxy A6s,compass
Galaxy A9 (2018),Fingerprint (rear-mounted)
Galaxy A9 (2018),accelerometer
Galaxy A9 (2018),gyro
Galaxy A9 (2018),proximity
Galaxy A9 (2018),compass
Galaxy A7 (2018),Fingerprint (side-mounted)
Galaxy A7 (2018),accelerometer
Galaxy A7 (2018),gyro
Galaxy A7 (2018),proximity
Galaxy A7 (2018),compass
Galaxy Note9,Iris scanner
Galaxy Note9,fingerprint (rear-mounted)
Galaxy Note9,accelerometer
Galaxy Note9,gyro
Galaxy Note9,proximity
Galaxy Note9,compass
Galaxy Note9,barometer
Galaxy Note9,heart rate
Galaxy Note9,SpO2
Galaxy J6+,Fingerprint (side-mounted)
Galaxy J6+,accelerometer
Galaxy J6+,gyro
Galaxy J6+,proximity
Galaxy J6+,compass
Galaxy J4 Core,Accelerometer
Galaxy J4 Core,proximity
Galaxy J4+,Fingerprint (side-mounted)
Galaxy J4+,accelerometer
Galaxy J4+,gyro
Galaxy J4+,proximity
Galaxy J4+,compass - North AmericaAccelerometer
Galaxy J4+,proximity - other markets
Galaxy J2 Core,Accelerometer
Galaxy J2 Core,proximity
Galaxy On6,Fingerprint (rear-mounted)
Galaxy On6,accelerometer
Galaxy On6,proximity
Galaxy J7 (2018),Accelerometer
Galaxy J7 (2018),gyro
Galaxy J7 (2018),proximity
Galaxy J7 (2018),compass
Galaxy J3 (2018),Accelerometer
Galaxy J3 (2018),gyro
Galaxy J3 (2018),proximity
Galaxy J3 (2018),compass
Galaxy A8 Star (A9 Star),Fingerprint (rear-mounted)
Galaxy A8 Star (A9 Star),accelerometer
Galaxy A8 Star (A9 Star),gyro
Galaxy A8 Star (A9 Star),proximity
Galaxy A8 Star (A9 Star),compass
Galaxy S Light Luxury,Iris scanner
Galaxy S Light Luxury,fingerprint (rear-mounted)
Galaxy S Light Luxury,accelerometer
Galaxy S Light Luxury,gyro
Galaxy S Light Luxury,proximity
Galaxy S Light Luxury,compass
Galaxy S Light Luxury,barometer
Galaxy J8,Fingerprint (rear-mounted)
Galaxy J8,accelerometer
Galaxy J8,proximity
Galaxy J6,Fingerprint (rear-mounted)
Galaxy J6,accelerometer
Galaxy J6,proximity
Galaxy J4,Accelerometer
Galaxy J4,proximity
Galaxy A6 (2018),Fingerprint (rear-mounted)
Galaxy A6 (2018),accelerometer
Galaxy A6 (2018),gyro
Galaxy A6 (2018),proximity
Galaxy A6 (2018),compass
Galaxy J7 Duo,Fingerprint (front-mounted)
Galaxy J7 Duo,accelerometer
Galaxy J7 Duo,proximity
Galaxy J7 Prime 2,Fingerprint (front-mounted)
Galaxy J7 Prime 2,accelerometer
Galaxy J7 Prime 2,proximity
Galaxy S9+,Iris scanner
Galaxy S9+,fingerprint (rear-mounted)
Galaxy S9+,accelerometer
Galaxy S9+,gyro
Galaxy S9+,proximity
Galaxy S9+,compass
Galaxy S9+,barometer
Galaxy S9+,heart rate
Galaxy S9+,SpO2
Galaxy S9,Iris scanner
Galaxy S9,fingerprint (rear-mounted)
Galaxy S9,accelerometer
Galaxy S9,gyro
Galaxy S9,proximity
Galaxy S9,compass
Galaxy S9,barometer
Galaxy S9,heart rate
Galaxy S9,SpO2
Galaxy J2 Pro (2018),Accelerometer
Galaxy J2 Pro (2018),proximity
Galaxy A8+ (2018),Fingerprint (rear-mounted)
Galaxy A8+ (2018),accelerometer
Galaxy A8+ (2018),gyro
Galaxy A8+ (2018),proximity
Galaxy A8+ (2018),compass
Galaxy A8+ (2018),barometer
Galaxy A8 (2018),Fingerprint (rear-mounted)
Galaxy A8 (2018),accelerometer
Galaxy A8 (2018),gyro
Galaxy A8 (2018),proximity
Galaxy A8 (2018),compass
Galaxy A8 (2018),barometer
Galaxy J2 (2017),Accelerometer
Galaxy J2 (2017),proximity
Galaxy Tab Active 2,Fingerprint (front-mounted)
Galaxy Tab Active 2,accelerometer
Galaxy Tab Active 2,gyro
Galaxy Tab Active 2,proximity
Galaxy Tab Active 2,compass
Galaxy Tab A 8.0 (2017),Accelerometer
Galaxy Note8,Iris scanner
Galaxy Note8,fingerprint (rear-mounted)
Galaxy Note8,accelerometer
Galaxy Note8,gyro
Galaxy Note8,proximity
Galaxy Note8,compass
Galaxy Note8,barometer
Galaxy Note8,heart rate
Galaxy Note8,SpO2
Galaxy S8 Active,Iris scanner
Galaxy S8 Active,fingerprint (rear-mounted)
Galaxy S8 Active,accelerometer
Galaxy S8 Active,gyro
Galaxy S8 Active,proximity
Galaxy S8 Active,compass
Galaxy S8 Active,barometer
Galaxy S8 Active,heart rate
Galaxy J7 V,Accelerometer
Galaxy J7 V,gyro
Galaxy J7 V,proximity
Galaxy J7 V,compass
Galaxy Note FE,Iris scanner
Galaxy Note FE,fingerprint (front-mounted)
Galaxy Note FE,accelerometer
Galaxy Note FE,gyro
Galaxy Note FE,proximity
Galaxy Note FE,compass
Galaxy Note FE,barometer
Galaxy Note FE,heart rate
Galaxy Note FE,SpO2
Galaxy J7 Max,Fingerprint (front-mounted)
Galaxy J7 Max,accelerometer
Galaxy J7 Max,gyro
Galaxy J7 Max,proximity
Galaxy J7 Max,compass
Galaxy J5 (2017),Fingerprint (front-mounted)
Galaxy J5 (2017),accelerometer
Galaxy J5 (2017),gyro
Galaxy J5 (2017),proximity
Galaxy J5 (2017),compass
Galaxy J3 (2017),Accelerometer
Galaxy J3 (2017),proximity
Galaxy Folder2,Accelerometer
Galaxy Folder2,proximity
Z4,Accelerometer
Z4,proximity
Galaxy S8,Iris scanner
Galaxy S8,fingerprint (rear-mounted)
Galaxy S8,accelerometer
Galaxy S8,gyro
Galaxy S8,proximity
Galaxy S8,compass
Galaxy S8,barometer
Galaxy S8,heart rate
Galaxy S8,SpO2
Galaxy S8+,Iris scanner
Galaxy S8+,fingerprint (rear-mounted)
Galaxy S8+,accelerometer
Galaxy S8+,gyro
Galaxy S8+,proximity
Galaxy S8+,compass
Galaxy S8+,barometer
Galaxy S8+,heart rate
Galaxy S8+,SpO2
Galaxy C5 Pro,Fingerprint (front-mounted)
Galaxy C5 Pro,accelerometer
Galaxy C5 Pro,gyro
Galaxy C5 Pro,proximity
Galaxy C5 Pro,compass
Galaxy Xcover 4,Accelerometer
Galaxy Xcover 4,proximity
Galaxy Xcover 4,compass
Galaxy Tab S3 9.7,Fingerprint (front-mounted)
Galaxy Tab S3 9.7,accelerometer
Galaxy Tab S3 9.7,gyro
Galaxy Tab S3 9.7,compass
Galaxy J1 mini prime,Accelerometer
Galaxy J3 Emerge,Accelerometer
Galaxy J3 Emerge,gyro
Galaxy J3 Emerge,proximity
Galaxy J3 Emerge,compass
Galaxy C7 Pro,Fingerprint (front-mounted)
Galaxy C7 Pro,accelerometer
Galaxy C7 Pro,gyro
Galaxy C7 Pro,proximity
Galaxy C7 Pro,compass
Galaxy A7 (2017),Fingerprint (front-mounted)
Galaxy A7 (2017),accelerometer
Galaxy A7 (2017),gyro
Galaxy A7 (2017),proximity
Galaxy A7 (2017),compass
Galaxy A7 (2017),barometer
Galaxy A5 (2017),Fingerprint (front-mounted)
Galaxy A5 (2017),accelerometer
Galaxy A5 (2017),gyro
Galaxy A5 (2017),proximity
Galaxy A5 (2017),compass
Galaxy A5 (2017),barometer
Galaxy A3 (2017),Fingerprint (front-mounted)
Galaxy A3 (2017),accelerometer
Galaxy A3 (2017),gyro
Galaxy A3 (2017),proximity
Galaxy A3 (2017),compass
Galaxy A3 (2017),barometer
Galaxy Grand Prime Plus,Accelerometer
Galaxy Grand Prime Plus,proximity
Galaxy J2 Prime,Accelerometer
Galaxy J2 Prime,proximity
Galaxy C9 Pro,Fingerprint (front-mounted)
Galaxy C9 Pro,accelerometer
Galaxy C9 Pro,proximity
Galaxy C9 Pro,compass
Galaxy A8 (2016),Fingerprint (front-mounted)
Galaxy A8 (2016),accelerometer
Galaxy A8 (2016),proximity
Galaxy A8 (2016),compass
Galaxy On8,Accelerometer
Galaxy On8,proximity
Galaxy On7 (2016),Fingerprint (front-mounted)
Galaxy On7 (2016),accelerometer
Galaxy On7 (2016),proximity
Galaxy J5 Prime,Fingerprint (front-mounted)
Galaxy J5 Prime,accelerometer
Galaxy J5 Prime,proximity
Galaxy J7 Prime,Fingerprint (front-mounted)
Galaxy J7 Prime,accelerometer
Galaxy J7 Prime,proximity
Z2,Accelerometer
Galaxy Note7 (USA),Iris scanner
Galaxy Note7 (USA),fingerprint (front-mounted)
Galaxy Note7 (USA),accelerometer
Galaxy Note7 (USA),gyro
Galaxy Note7 (USA),proximity
Galaxy Note7 (USA),compass
Galaxy Note7 (USA),barometer
Galaxy Note7 (USA),heart rate
Galaxy Note7 (USA),SpO2
Galaxy Note7,Iris scanner
Galaxy Note7,fingerprint (front-mounted)
Galaxy Note7,accelerometer
Galaxy Note7,gyro
Galaxy Note7,proximity
Galaxy Note7,compass
Galaxy Note7,barometer
Galaxy Note7,heart rate
Galaxy Note7,SpO2
Galaxy On7 Pro,Accelerometer
Galaxy On7 Pro,proximity
Galaxy On5 Pro,Accelerometer
Galaxy On5 Pro,proximity
Galaxy J Max,Accelerometer
Galaxy J2 Pro (2016),Accelerometer
Galaxy J2 Pro (2016),proximity
Galaxy J2 (2016),Accelerometer
Galaxy J2 (2016),proximity
Galaxy Xcover 3 G389F,Accelerometer
Galaxy Xcover 3 G389F,proximity
Galaxy Xcover 3 G389F,compass
Galaxy S7 active,Fingerprint (front-mounted)
Galaxy S7 active,accelerometer
Galaxy S7 active,gyro
Galaxy S7 active,proximity
Galaxy S7 active,compass
Galaxy S7 active,barometer
Galaxy S7 active,heart rate
Galaxy S7 active,SpO2
Galaxy J3 Pro,Accelerometer
Galaxy J3 Pro,proximity
Galaxy C7,Fingerprint (front-mounted)
Galaxy C7,accelerometer
Galaxy C7,proximity
Galaxy C7,compass
Galaxy C5,Fingerprint (front-mounted)
Galaxy C5,accelerometer
Galaxy C5,proximity
Galaxy C5,compass
Galaxy A9 Pro (2016),Fingerprint (front-mounted)
Galaxy A9 Pro (2016),accelerometer
Galaxy A9 Pro (2016),proximity
Galaxy A9 Pro (2016),compass
Galaxy J7 (2016),Accelerometer
Galaxy J7 (2016),proximity
Galaxy J5 (2016),Accelerometer
Galaxy J5 (2016),proximity
Galaxy Tab A 7.0 (2016),Accelerometer
Galaxy S7,Fingerprint (front-mounted)
Galaxy S7,accelerometer
Galaxy S7,gyro
Galaxy S7,proximity
Galaxy S7,compass
Galaxy S7,barometer
Galaxy S7,heart rate
Galaxy S7,SpO2
Galaxy S7 edge,Fingerprint (front-mounted)
Galaxy S7 edge,accelerometer
Galaxy S7 edge,gyro
Galaxy S7 edge,proximity
Galaxy S7 edge,compass
Galaxy S7 edge,barometer
Galaxy S7 edge,heart rate
Galaxy S7 edge,SpO2
Galaxy S7 edge (USA),Fingerprint (front-mounted)
Galaxy S7 edge (USA),accelerometer
Galaxy S7 edge (USA),gyro
Galaxy S7 edge (USA),proximity
Galaxy S7 edge (USA),compass
Galaxy S7 edge (USA),barometer
Galaxy S7 edge (USA),heart rate
Galaxy S7 edge (USA),SpO2
Galaxy S7 (USA),Fingerprint (front-mounted)
Galaxy S7 (USA),accelerometer
Galaxy S7 (USA),gyro
Galaxy S7 (USA),proximity
Galaxy S7 (USA),compass
Galaxy S7 (USA),barometer
Galaxy S7 (USA),heart rate
Galaxy S7 (USA),SpO2
Galaxy J1 Nxt,Accelerometer
Galaxy Tab E 8.0,Accelerometer
Galaxy J1 (2016),Accelerometer
Galaxy J1 (2016),proximity
Galaxy A9 (2016),Fingerprint (front-mounted)
Galaxy A9 (2016),accelerometer
Galaxy A9 (2016),proximity
Galaxy A9 (2016),compass
Galaxy A7 (2016),Fingerprint (front-mounted)
Galaxy A7 (2016),accelerometer
Galaxy A7 (2016),proximity
Galaxy A7 (2016),compass
Galaxy A5 (2016),Fingerprint (front-mounted)
Galaxy A5 (2016),accelerometer
Galaxy A5 (2016),proximity
Galaxy A5 (2016),compass
Galaxy A3 (2016),Accelerometer
Galaxy A3 (2016),proximity
Galaxy A3 (2016),compass
Galaxy Express Prime,Accelerometer
Galaxy Express Prime,proximity
Galaxy J3 (2016),Accelerometer
Galaxy J3 (2016),proximity
Galaxy On7,Accelerometer
Galaxy On7,proximity
Galaxy On5,Accelerometer
Galaxy On5,proximity
Z3,Accelerometer
Z3,proximity
Galaxy J1 Ace,Accelerometer
Galaxy J1 Ace,proximity
Galaxy Note5 (USA),Fingerprint (front-mounted)
Galaxy Note5 (USA),accelerometer
Galaxy Note5 (USA),gyro
Galaxy Note5 (USA),proximity
Galaxy Note5 (USA),compass
Galaxy Note5 (USA),barometer
Galaxy Note5 (USA),heart rate
Galaxy Note5 (USA),SpO2
Galaxy Note5,Fingerprint (front-mounted)
Galaxy Note5,accelerometer
Galaxy Note5,gyro
Galaxy Note5,proximity
Galaxy Note5,compass
Galaxy Note5,barometer
Galaxy Note5,heart rate
Galaxy Note5,SpO2
Galaxy Note5 Duos,Fingerprint (front-mounted)
Galaxy Note5 Duos,accelerometer
Galaxy Note5 Duos,gyro
Galaxy Note5 Duos,proximity
Galaxy Note5 Duos,compass
Galaxy Note5 Duos,barometer
Galaxy Note5 Duos,heart rate
Galaxy Note5 Duos,SpO2
Galaxy S6 edge+ (USA),Fingerprint (front-mounted)
Galaxy S6 edge+ (USA),accelerometer
Galaxy S6 edge+ (USA),gyro
Galaxy S6 edge+ (USA),proximity
Galaxy S6 edge+ (USA),compass
Galaxy S6 edge+ (USA),barometer
Galaxy S6 edge+ (USA),heart rate
Galaxy S6 edge+ (USA),SpO2
Galaxy S6 edge+,Fingerprint (front-mounted)
Galaxy S6 edge+,accelerometer
Galaxy S6 edge+,gyro
Galaxy S6 edge+,proximity
Galaxy S6 edge+,compass
Galaxy S6 edge+,barometer
Galaxy S6 edge+,heart rate
Galaxy S6 edge+,SpO2
Galaxy S6 edge+ Duos,Fingerprint (front-mounted)
Galaxy S6 edge+ Duos,accelerometer
Galaxy S6 edge+ Duos,gyro
Galaxy S6 edge+ Duos,proximity
Galaxy S6 edge+ Duos,compass
Galaxy S6 edge+ Duos,barometer
Galaxy S6 edge+ Duos,heart rate
Galaxy S6 edge+ Duos,SpO2
Galaxy S5 Neo,Accelerometer
Galaxy S5 Neo,gyro
Galaxy S5 Neo,proximity
Galaxy S5 Neo,compass
Galaxy S5 Neo,heart rate
Galaxy S4 mini I9195I,Accelerometer
Galaxy S4 mini I9195I,gyro
Galaxy S4 mini I9195I,proximity
Galaxy S4 mini I9195I,compass
Galaxy Folder,Accelerometer
Galaxy Folder,proximity
Galaxy Tab S2 9.7,Fingerprint (front-mounted)
Galaxy Tab S2 9.7,accelerometer
Galaxy Tab S2 9.7,gyro
Galaxy Tab S2 9.7,compass
Galaxy Tab S2 8.0,Fingerprint (front-mounted)
Galaxy Tab S2 8.0,accelerometer
Galaxy Tab S2 8.0,gyro
Galaxy Tab S2 8.0,proximity
Galaxy Tab S2 8.0,compass
Galaxy A8 Duos,Fingerprint (front-mounted)
Galaxy A8 Duos,accelerometer
Galaxy A8 Duos,proximity
Galaxy A8 Duos,compass
Galaxy A8,Fingerprint (front-mounted)
Galaxy A8,accelerometer
Galaxy A8,proximity
Galaxy A8,compass
Galaxy V Plus,Accelerometer
Galaxy J7 Nxt,Accelerometer
Galaxy J7 Nxt,proximity
Galaxy J7,Accelerometer
Galaxy J7,proximity
Galaxy J5,Accelerometer
Galaxy J5,proximity
Galaxy Tab 4 10.1 (2015),Accelerometer
Galaxy Tab E 9.6,Accelerometer
Galaxy S6 active,Accelerometer
Galaxy S6 active,gyro
Galaxy S6 active,proximity
Galaxy S6 active,compass
Galaxy S6 active,barometer
Galaxy S6 active,heart rate
Galaxy Tab 3 V,Accelerometer
Galaxy Tab A 9.7 & S Pen,Accelerometer
Galaxy Tab A 9.7 & S Pen,compass
Galaxy Tab A 9.7,Accelerometer
Galaxy Tab A 8.0 & S Pen (2015),Accelerometer
Galaxy Tab A 8.0 (2015),Accelerometer
Galaxy Xcover 3,Accelerometer
Galaxy Xcover 3,proximity
Galaxy Xcover 3,compass
Galaxy S6 edge (USA),Fingerprint (front-mounted)
Galaxy S6 edge (USA),accelerometer
Galaxy S6 edge (USA),gyro
Galaxy S6 edge (USA),proximity
Galaxy S6 edge (USA),compass
Galaxy S6 edge (USA),barometer
Galaxy S6 edge (USA),heart rate
Galaxy S6 edge (USA),SpO2
Galaxy S6 (USA),Fingerprint (front-mounted)
Galaxy S6 (USA),accelerometer
Galaxy S6 (USA),gyro
Galaxy S6 (USA),proximity
Galaxy S6 (USA),compass
Galaxy S6 (USA),barometer
Galaxy S6 (USA),heart rate
Galaxy S6 (USA),SpO2
Galaxy S6 edge,Fingerprint (front-mounted)
Galaxy S6 edge,accelerometer
Galaxy S6 edge,gyro
Galaxy S6 edge,proximity
Galaxy S6 edge,compass
Galaxy S6 edge,barometer
Galaxy S6 edge,heart rate
Galaxy S6 edge,SpO2
Galaxy S6 Duos,Fingerprint (front-mounted)
Galaxy S6 Duos,accelerometer
Galaxy S6 Duos,gyro
Galaxy S6 Duos,proximity
Galaxy S6 Duos,compass
Galaxy S6 Duos,barometer
Galaxy S6 Duos,heart rate
Galaxy S6 Duos,SpO2
Galaxy S6,Fingerprint (front-mounted)
Galaxy S6,accelerometer
Galaxy S6,gyro
Galaxy S6,proximity
Galaxy S6,compass
Galaxy S6,barometer
Galaxy S6,heart rate
Galaxy S6,SpO2
Galaxy J1 4G,Accelerometer
Galaxy J1 4G,proximity
Galaxy J2,Accelerometer
Galaxy J2,proximity
Galaxy J1,Accelerometer
Galaxy J1,proximity
Galaxy Tab 3 Lite 7.0 VE,Accelerometer
Z1,Accelerometer
Galaxy A7 Duos,Accelerometer
Galaxy A7 Duos,proximity
Galaxy A7 Duos,compass
Galaxy A7,Accelerometer
Galaxy A7,proximity
Galaxy A7,compass
Galaxy Grand Max,Accelerometer
Galaxy Grand Max,proximity
Galaxy Grand Max,compass
Galaxy E7,Accelerometer
Galaxy E7,proximity
Galaxy E5,Accelerometer
Galaxy E5,proximity
Galaxy Core Prime,Accelerometer
Galaxy Core Prime,proximity
Galaxy A5 Duos,Accelerometer
Galaxy A5 Duos,proximity
Galaxy A5 Duos,compass
Galaxy A5,Accelerometer
Galaxy A5,proximity
Galaxy A5,compass
Galaxy A3 Duos,Accelerometer
Galaxy A3 Duos,proximity
Galaxy A3 Duos,compass
Galaxy A3,Accelerometer
Galaxy A3,proximity
Galaxy A3,compass
Galaxy S5 Plus,Fingerprint (front-mounted)
Galaxy S5 Plus,accelerometer
Galaxy S5 Plus,gyro
Galaxy S5 Plus,proximity
Galaxy S5 Plus,compass
Galaxy S5 Plus,barometer
Galaxy S5 Plus,gesture
Galaxy S5 Plus,heart rate
Galaxy Grand Prime Duos TV,Accelerometer
Galaxy Grand Prime Duos TV,proximity
Galaxy Grand Prime Duos TV,compass
Galaxy Grand Prime,Accelerometer
Galaxy Grand Prime,proximity
Galaxy Grand Prime,compass
Galaxy Ace Style LTE G357,Accelerometer
Galaxy Ace Style LTE G357,proximity
Galaxy Note Edge,Fingerprint (front-mounted)
Galaxy Note Edge,accelerometer
Galaxy Note Edge,gyro
Galaxy Note Edge,proximity
Galaxy Note Edge,compass
Galaxy Note Edge,barometer
Galaxy Note Edge,UV
Galaxy Note Edge,heart rate
Galaxy Note Edge,SpO2
Galaxy Note 4 Duos,Fingerprint (front-mounted)
Galaxy Note 4 Duos,accelerometer
Galaxy Note 4 Duos,gyro
Galaxy Note 4 Duos,proximity
Galaxy Note 4 Duos,compass
Galaxy Note 4 Duos,barometer
Galaxy Note 4 Duos,gesture
Galaxy Note 4 Duos,UV
Galaxy Note 4 Duos,heart rate
Galaxy Note 4 Duos,SpO2
Galaxy Note 4 (USA),Fingerprint (front-mounted)
Galaxy Note 4 (USA),accelerometer
Galaxy Note 4 (USA),gyro
Galaxy Note 4 (USA),proximity
Galaxy Note 4 (USA),compass
Galaxy Note 4 (USA),barometer
Galaxy Note 4 (USA),gesture
Galaxy Note 4 (USA),UV
Galaxy Note 4 (USA),heart rate
Galaxy Note 4 (USA),SpO2
Galaxy Note 4,Fingerprint (front-mounted)
Galaxy Note 4,accelerometer
Galaxy Note 4,gyro
Galaxy Note 4,proximity
Galaxy Note 4,compass
Galaxy Note 4,barometer
Galaxy Note 4,gesture
Galaxy Note 4,UV
Galaxy Note 4,heart rate
Galaxy Note 4,SpO2
Galaxy Tab Active LTE,Accelerometer
Galaxy Tab Active LTE,gyro
Galaxy Tab Active LTE,compass
Galaxy Tab Active,Accelerometer
Galaxy Tab Active,gyro
Galaxy Tab Active,compass
Galaxy Mega 2,Accelerometer
Galaxy Mega 2,gyro
Galaxy Mega 2,proximity
Galaxy Mega 2,compass
Galaxy S5 LTE-A G901F,Fingerprint (front-mounted)
Galaxy S5 LTE-A G901F,accelerometer
Galaxy S5 LTE-A G901F,gyro
Galaxy S5 LTE-A G901F,proximity
Galaxy S5 LTE-A G901F,compass
Galaxy S5 LTE-A G901F,barometer
Galaxy S5 LTE-A G901F,gesture
Galaxy S5 LTE-A G901F,heart rate
Galaxy Alpha (S801),Fingerprint (front-mounted)
Galaxy Alpha (S801),accelerometer
Galaxy Alpha (S801),gyro
Galaxy Alpha (S801),proximity
Galaxy Alpha (S801),compass
Galaxy Alpha (S801),heart rate
Galaxy Alpha,Fingerprint (front-mounted)
Galaxy Alpha,accelerometer
Galaxy Alpha,gyro
Galaxy Alpha,proximity
Galaxy Alpha,compass
Galaxy Alpha,heart rate
Galaxy S5 mini Duos,Fingerprint (front-mounted)
Galaxy S5 mini Duos,accelerometer
Galaxy S5 mini Duos,gyro
Galaxy S5 mini Duos,proximity
Galaxy S5 mini Duos,compass
Galaxy S5 mini Duos,heart rate
Galaxy Avant,Accelerometer
Galaxy Avant,proximity
Galaxy Avant,compass
Galaxy S Duos 3,Accelerometer
Galaxy S5 mini,Fingerprint (front-mounted)
Galaxy S5 mini,accelerometer
Galaxy S5 mini,gyro
Galaxy S5 mini,proximity
Galaxy S5 mini,compass
Galaxy S5 mini,heart rate
Galaxy Ace 4 LTE G313,Accelerometer
Galaxy Ace 4,Accelerometer
Galaxy Core II,Accelerometer
Galaxy S5 Sport,Accelerometer
Galaxy S5 Sport,gyro
Galaxy S5 Sport,proximity
Galaxy S5 Sport,compass
Galaxy S5 Sport,barometer
Galaxy S5 Sport,heart rate
Galaxy S5 LTE-A G906S,Fingerprint (front-mounted)
Galaxy S5 LTE-A G906S,accelerometer
Galaxy S5 LTE-A G906S,gyro
Galaxy S5 LTE-A G906S,proximity
Galaxy S5 LTE-A G906S,compass
Galaxy S5 LTE-A G906S,barometer
Galaxy S5 LTE-A G906S,gesture
Galaxy S5 LTE-A G906S,heart rate
Galaxy Tab S 8.4 LTE,Fingerprint (front-mounted)
Galaxy Tab S 8.4 LTE,accelerometer
Galaxy Tab S 8.4 LTE,gyro
Galaxy Tab S 8.4 LTE,proximity
Galaxy Tab S 8.4 LTE,compass
Galaxy Tab S 8.4,Fingerprint (front-mounted)
Galaxy Tab S 8.4,accelerometer
Galaxy Tab S 8.4,gyro
Galaxy Tab S 8.4,compass
Galaxy Tab S 10.5 LTE,Fingerprint (front-mounted)
Galaxy Tab S 10.5 LTE,accelerometer
Galaxy Tab S 10.5 LTE,gyro
Galaxy Tab S 10.5 LTE,compass
Galaxy Tab S 10.5,Fingerprint (front-mounted)
Galaxy Tab S 10.5,accelerometer
Galaxy Tab S 10.5,gyro
Galaxy Tab S 10.5,compass
Galaxy Core Lite LTE,Accelerometer
Galaxy Core Lite LTE,proximity
I9301I Galaxy S3 Neo,Accelerometer
I9301I Galaxy S3 Neo,gyro
I9301I Galaxy S3 Neo,proximity
I9301I Galaxy S3 Neo,compass
Galaxy W,Accelerometer
Galaxy W,compass
Galaxy W,proximity
Galaxy S5 Active,Accelerometer
Galaxy S5 Active,gyro
Galaxy S5 Active,proximity
Galaxy S5 Active,compass
Galaxy S5 Active,heart rate
Galaxy Beam2,Accelerometer
Galaxy Beam2,gyro
Galaxy Beam2,proximity
Galaxy Beam2,compass
I9300I Galaxy S3 Neo,Accelerometer
I9300I Galaxy S3 Neo,gyro
I9300I Galaxy S3 Neo,proximity
I9300I Galaxy S3 Neo,compass
Galaxy Ace Style,Accelerometer
Galaxy Ace Style,proximity
Galaxy Tab 4 7.0,Accelerometer
Galaxy Tab 4 7.0 3G,Accelerometer
Galaxy Tab 4 7.0 LTE,Accelerometer
Galaxy Tab 4 8.0,Accelerometer
Galaxy Tab 4 8.0 3G,Accelerometer
Galaxy Tab 4 8.0 LTE,Accelerometer
Galaxy Tab 4 10.1,Accelerometer
Galaxy Tab 4 10.1 3G,Accelerometer
Galaxy Tab 4 10.1 LTE,Accelerometer
G3812B Galaxy S3 Slim,Accelerometer
G3812B Galaxy S3 Slim,proximity
G3812B Galaxy S3 Slim,compass
